feedback_id,campaign_id,feedback_channel,sentiment,primary_theme,comment_length_words,created_at,member_id
F01865,CAMP104,web,positive,Unclear value proposition,60,2026-02-06,MB029
F01866,CAMP116,email,negative,Unclear value proposition,48,2026-02-07,MB021
F01867,CAMP115,email,positive,Too much jargon,73,2026-02-10,MB035
F01868,CAMP103,app,positive,Instructor energy,39,2025-12-24,MB030
F01869,CAMP116,email,positive,Video quality,42,2026-01-18,MB032
F01870,CAMP108,app,neutral,Repetitive messaging,40,2026-02-19,MB043
F01871,CAMP107,app,neutral,Unclear value proposition,45,2025-12-21,MB049
F01872,CAMP100,email,neutral,Video quality,14,2026-02-24,MB009
F01873,CAMP105,email,negative,Repetitive messaging,78,2026-01-28,MB021
F01874,CAMP117,social,neutral,Unclear value proposition,4,2026-02-16,MB022
F01875,CAMP100,email,negative,Motivation & habit,45,2026-01-13,MB026
F01876,CAMP112,web,neutral,Video quality,7,2025-12-31,MB040
F01877,CAMP107,email,negative,Too many notifications,65,2026-02-09,MB048
F01878,CAMP107,web,negative,Unclear value proposition,55,2026-01-31,MB031
F01879,CAMP111,app,positive,Instructor energy,50,2026-02-01,MB031
F01880,CAMP117,web,negative,Unclear value proposition,73,2026-01-01,MB026
F01881,CAMP104,email,negative,Too much jargon,57,2026-02-06,MB018
F01882,CAMP116,web,neutral,Too much jargon,29,2026-01-16,MB010
F01883,CAMP107,email,negative,Not personalized enough,44,2026-02-02,MB046
F01884,CAMP113,app,neutral,Too many notifications,3,2025-12-22,MB009
F01885,CAMP117,social,positive,Difficulty mismatch,62,2026-02-18,MB007
F01886,CAMP111,app,neutral,Instructor energy,28,2026-01-14,MB001
F01887,CAMP106,social,neutral,Too many notifications,29,2025-12-30,MB047
F01888,CAMP117,app,negative,Unclear value proposition,79,2026-03-02,MB012
F01889,CAMP109,email,positive,Music selection,42,2026-02-11,MB028
F01890,CAMP112,app,neutral,Video quality,35,2026-01-06,MB013
F01891,CAMP110,web,neutral,Repetitive messaging,29,2026-02-25,MB009
F01892,CAMP117,social,negative,Community vibe,38,2025-12-06,MB001
F01893,CAMP116,app,positive,Difficulty mismatch,31,2026-01-31,MB021
F01894,CAMP107,app,negative,Too many notifications,67,2026-01-31,MB014
F01895,CAMP117,app,negative,Pricing confusion,86,2026-02-07,MB036
F01896,CAMP109,social,neutral,Video quality,37,2025-12-19,MB008
F01897,CAMP113,email,negative,Difficulty mismatch,56,2026-02-22,MB008
F01898,CAMP111,app,negative,Too much jargon,36,2026-01-24,MB045
F01899,CAMP113,web,positive,Too many notifications,18,2026-02-01,MB033
F01900,CAMP114,app,positive,Repetitive messaging,42,2026-01-04,MB015
F01901,CAMP100,app,negative,Music selection,72,2026-02-22,MB039
F01902,CAMP103,app,positive,Motivation & habit,82,2026-01-04,MB045
F01903,CAMP108,app,negative,Hard to find schedule,41,2025-12-31,MB023
F01904,CAMP109,social,negative,Motivation & habit,76,2026-02-18,MB032
F01905,CAMP107,social,neutral,Motivation & habit,39,2026-02-20,MB046
F01906,CAMP104,app,negative,Too much jargon,78,2026-01-23,MB050
F01907,CAMP111,app,positive,Instructor energy,36,2026-03-03,MB022
F01908,CAMP110,app,negative,Hard to find schedule,80,2026-01-31,MB047
F01909,CAMP103,app,negative,Hard to find schedule,69,2026-02-03,MB019
F01910,CAMP117,web,neutral,Repetitive messaging,27,2026-02-20,MB034
F01911,CAMP109,social,negative,Difficulty mismatch,64,2026-02-14,MB012
F01912,CAMP114,web,negative,Community vibe,48,2026-02-22,MB034
F01913,CAMP113,email,neutral,Too many notifications,24,2026-01-22,MB036
F01914,CAMP104,web,positive,Instructor energy,30,2025-11-14,MB033
F01915,CAMP105,email,positive,Community vibe,27,2026-02-09,MB031
F01916,CAMP104,email,positive,Not personalized enough,25,2026-01-15,MB023
F01917,CAMP100,app,negative,Difficulty mismatch,87,2026-02-08,MB049
F01918,CAMP112,app,negative,Too many notifications,35,2025-12-22,MB020
F01919,CAMP114,email,positive,Community vibe,71,2026-01-18,MB028
F01920,CAMP117,social,negative,App performance,50,2026-01-13,MB035
F01921,CAMP111,app,negative,Video quality,23,2026-02-25,MB015
F01922,CAMP105,social,negative,Repetitive messaging,79,2026-02-07,MB039
F01923,CAMP117,app,negative,Hard to find schedule,98,2026-03-02,MB039
F01924,CAMP112,app,neutral,Too much jargon,14,2026-02-13,MB006
F01925,CAMP113,social,neutral,Unclear value proposition,27,2025-12-04,MB024
F01926,CAMP101,email,neutral,App performance,3,2026-02-05,MB032
F01927,CAMP109,email,negative,Not personalized enough,15,2026-01-24,MB028
F01928,CAMP108,email,neutral,Hard to find schedule,43,2026-02-28,MB035
F01929,CAMP109,email,negative,Difficulty mismatch,8,2026-01-10,MB031
F01930,CAMP113,social,positive,Community vibe,33,2025-12-14,MB008
F01931,CAMP107,web,neutral,Video quality,10,2026-02-25,MB038
F01932,CAMP110,app,negative,Unclear value proposition,46,2026-01-03,MB002
F01933,CAMP116,social,positive,Not personalized enough,79,2026-02-04,MB032
F01934,CAMP104,app,negative,Not personalized enough,45,2026-01-10,MB011
F01935,CAMP112,email,negative,Instructor energy,23,2026-02-20,MB009
F01936,CAMP104,social,negative,Not personalized enough,33,2025-11-20,MB029
F01937,CAMP106,email,negative,Not personalized enough,83,2025-12-07,MB035
F01938,CAMP115,app,positive,Music selection,34,2026-01-31,MB046
F01939,CAMP116,web,negative,Not personalized enough,53,2026-01-11,MB048
F01940,CAMP115,web,negative,Music selection,78,2026-02-09,MB037
F01941,CAMP106,social,neutral,Too much jargon,23,2026-01-29,MB011
F01942,CAMP108,email,positive,Repetitive messaging,47,2026-01-28,MB035
F01943,CAMP116,social,positive,Community vibe,63,2026-01-08,MB013
F01944,CAMP104,app,neutral,Unclear value proposition,44,2026-02-02,MB032
F01945,CAMP113,app,positive,Video quality,20,2026-02-10,MB028
F01946,CAMP109,app,neutral,Motivation & habit,32,2026-02-22,MB038
F01947,CAMP102,email,neutral,Instructor energy,3,2026-02-25,MB028
F01948,CAMP100,social,negative,Not personalized enough,39,2026-01-28,MB009
F01949,CAMP105,app,negative,Repetitive messaging,59,2026-01-02,MB037
F01950,CAMP109,app,neutral,Instructor energy,16,2025-12-25,MB042
F01951,CAMP105,app,neutral,Difficulty mismatch,17,2026-02-24,MB020
F01952,CAMP117,app,positive,Instructor energy,65,2026-01-25,MB038
F01953,CAMP114,app,negative,Repetitive messaging,106,2025-12-02,MB040
F01954,CAMP103,email,negative,Too much jargon,23,2026-02-11,MB021
F01955,CAMP106,app,neutral,Repetitive messaging,16,2025-12-27,MB001
F01956,CAMP110,social,negative,Too much jargon,25,2026-01-30,MB023
F01957,CAMP107,app,negative,App performance,76,2026-02-01,MB017
F01958,CAMP112,email,negative,Pricing confusion,61,2026-01-09,MB020
F01959,CAMP111,app,negative,Pricing confusion,43,2025-12-23,MB034
F01960,CAMP102,app,positive,Too many notifications,32,2026-02-18,MB023
F01961,CAMP111,app,neutral,Pricing confusion,7,2026-03-03,MB027
F01962,CAMP103,app,negative,Video quality,53,2026-01-01,MB005
F01963,CAMP104,email,neutral,App performance,27,2026-02-04,MB031
F01964,CAMP100,app,neutral,App performance,21,2026-02-15,MB042
F01965,CAMP105,app,negative,Repetitive messaging,44,2026-02-10,MB014
F01966,CAMP108,email,positive,Motivation & habit,39,2026-02-26,MB042
F01967,CAMP116,app,neutral,Music selection,16,2026-02-05,MB034
F01968,CAMP100,email,positive,Music selection,45,2026-01-25,MB013
F01969,CAMP112,email,negative,Too much jargon,10,2026-02-27,MB039
F01970,CAMP114,email,neutral,Motivation & habit,45,2025-11-30,MB032
F01971,CAMP110,web,neutral,Video quality,39,2026-01-11,MB036
F01972,CAMP111,app,neutral,Repetitive messaging,38,2026-02-24,MB032
F01973,CAMP111,social,negative,Not personalized enough,62,2026-01-07,MB038
F01974,CAMP114,app,positive,Difficulty mismatch,31,2025-12-19,MB035
F01975,CAMP116,email,positive,Video quality,8,2026-02-11,MB037
F01976,CAMP102,app,neutral,Difficulty mismatch,30,2026-01-17,MB001
F01977,CAMP115,email,negative,Too many notifications,51,2025-12-30,MB003
F01978,CAMP117,web,positive,Instructor energy,56,2026-02-19,MB012
F01979,CAMP117,app,positive,Instructor energy,20,2026-02-16,MB044
F01980,CAMP114,app,neutral,Motivation & habit,27,2025-12-27,MB045
F01981,CAMP117,email,neutral,Pricing confusion,14,2026-02-21,MB045
F01982,CAMP103,social,positive,Motivation & habit,30,2026-02-08,MB029
F01983,CAMP110,social,negative,Too many notifications,75,2026-02-23,MB037
F01984,CAMP117,app,positive,Community vibe,30,2026-02-17,MB042
F01985,CAMP114,email,positive,Motivation & habit,38,2026-02-14,MB026
F01986,CAMP102,web,positive,Community vibe,62,2026-01-21,MB048
F01987,CAMP102,app,negative,App performance,73,2026-02-14,MB044
F01988,CAMP111,app,negative,Difficulty mismatch,74,2026-02-11,MB007
F01989,CAMP101,social,negative,Difficulty mismatch,54,2026-02-20,MB049
F01990,CAMP104,social,negative,Too many notifications,80,2026-01-30,MB012
F01991,CAMP109,email,positive,Community vibe,43,2026-01-06,MB010
F01992,CAMP100,app,positive,Difficulty mismatch,15,2026-02-24,MB030
F01993,CAMP114,app,negative,Not personalized enough,35,2026-02-26,MB006
F01994,CAMP114,web,positive,Community vibe,41,2026-02-08,MB037
F01995,CAMP108,social,positive,Community vibe,37,2026-02-12,MB011
F01996,CAMP100,social,neutral,Difficulty mismatch,15,2026-02-03,MB025
F01997,CAMP113,email,neutral,Not personalized enough,15,2026-02-03,MB031
F01998,CAMP108,social,positive,Community vibe,14,2025-11-27,MB032
F01999,CAMP113,app,neutral,Repetitive messaging,17,2026-01-25,MB016
F02000,CAMP114,email,neutral,Music selection,28,2026-02-22,MB008
F02001,CAMP113,app,positive,Too much jargon,18,2025-11-14,MB002
F02002,CAMP112,app,positive,Instructor energy,52,2026-02-12,MB002
F02003,CAMP107,email,neutral,Video quality,42,2026-02-14,MB032
F02004,CAMP113,email,positive,Music selection,28,2026-02-03,MB027
F02005,CAMP113,email,positive,Motivation & habit,36,2026-02-16,MB029
F02006,CAMP107,app,negative,Pricing confusion,61,2026-02-18,MB041
F02007,CAMP106,social,neutral,Video quality,21,2026-02-04,MB019
F02008,CAMP113,email,negative,App performance,67,2026-01-23,MB036
F02009,CAMP112,app,negative,Difficulty mismatch,69,2026-02-03,MB034
F02010,CAMP115,email,positive,Motivation & habit,5,2026-02-03,MB033
F02011,CAMP112,social,negative,Too much jargon,46,2026-02-14,MB009
F02012,CAMP114,web,negative,Repetitive messaging,53,2026-01-17,MB009
F02013,CAMP101,email,positive,Music selection,19,2026-01-07,MB041
F02014,CAMP113,social,neutral,Not personalized enough,30,2026-02-21,MB024
F02015,CAMP106,app,negative,Too many notifications,53,2026-02-15,MB016
F02016,CAMP117,app,negative,Repetitive messaging,5,2026-02-14,MB022
F02017,CAMP108,app,neutral,Too many notifications,35,2026-02-27,MB010
F02018,CAMP116,social,positive,Instructor energy,29,2026-01-15,MB027
F02019,CAMP106,app,negative,Repetitive messaging,51,2026-02-12,MB039
F02020,CAMP112,social,neutral,App performance,20,2026-02-27,MB048
F02021,CAMP108,app,neutral,Not personalized enough,25,2026-02-07,MB050
F02022,CAMP110,web,negative,Too much jargon,83,2026-03-01,MB042
F02023,CAMP106,web,positive,Too many notifications,46,2026-01-20,MB044
F02024,CAMP105,social,neutral,Music selection,3,2026-01-05,MB005
F02025,CAMP116,app,positive,Music selection,24,2025-12-21,MB011
F02026,CAMP109,app,negative,Difficulty mismatch,32,2026-02-05,MB001
F02027,CAMP104,social,neutral,Too much jargon,13,2026-02-13,MB005
F02028,CAMP100,app,neutral,Unclear value proposition,11,2025-12-01,MB044
F02029,CAMP110,social,neutral,Too many notifications,34,2026-02-19,MB018
F02030,CAMP117,app,negative,Repetitive messaging,5,2026-01-13,MB003
F02031,CAMP111,social,negative,Video quality,42,2026-01-30,MB031
F02032,CAMP112,social,neutral,Not personalized enough,14,2026-01-01,MB049
F02033,CAMP117,social,negative,Not personalized enough,60,2026-02-10,MB007
F02034,CAMP106,app,positive,Community vibe,40,2026-01-20,MB032
F02035,CAMP113,email,neutral,Repetitive messaging,3,2026-02-10,MB022
F02036,CAMP116,web,neutral,Instructor energy,42,2026-01-26,MB032
F02037,CAMP111,social,positive,Repetitive messaging,27,2026-01-04,MB050
F02038,CAMP112,email,neutral,Video quality,30,2026-02-21,MB049
F02039,CAMP117,app,negative,Music selection,28,2026-01-29,MB005
F02040,CAMP108,social,negative,Hard to find schedule,78,2026-01-17,MB002
F02041,CAMP100,app,negative,Pricing confusion,39,2026-02-17,MB028
F02042,CAMP107,app,negative,Hard to find schedule,46,2025-12-28,MB046
F02043,CAMP111,app,neutral,Instructor energy,40,2025-12-22,MB044
F02044,CAMP112,web,positive,App performance,32,2026-02-17,MB005
F02045,CAMP115,app,negative,App performance,60,2026-01-15,MB007
F02046,CAMP110,email,neutral,Community vibe,20,2026-02-18,MB025
F02047,CAMP113,social,neutral,App performance,18,2026-02-17,MB003
F02048,CAMP106,app,negative,Pricing confusion,49,2026-02-21,MB038
F02049,CAMP110,social,neutral,Video quality,3,2026-03-01,MB012
F02050,CAMP115,app,negative,Hard to find schedule,64,2026-01-30,MB013
F02051,CAMP114,app,positive,Community vibe,84,2026-01-28,MB021
F02052,CAMP116,email,neutral,Video quality,36,2026-02-05,MB017
F02053,CAMP113,social,positive,Motivation & habit,28,2026-02-06,MB017
F02054,CAMP111,email,positive,Video quality,35,2026-01-16,MB040
F02055,CAMP117,app,neutral,Motivation & habit,37,2025-12-25,MB032
F02056,CAMP116,social,neutral,Music selection,24,2025-12-28,MB018
F02057,CAMP102,app,neutral,Not personalized enough,49,2026-02-15,MB006
F02058,CAMP116,email,neutral,Unclear value proposition,31,2026-02-03,MB017
F02059,CAMP110,app,neutral,Instructor energy,16,2026-01-31,MB005
F02060,CAMP101,web,positive,Community vibe,34,2025-12-23,MB042
F02061,CAMP104,app,neutral,Instructor energy,23,2026-02-09,MB048
F02062,CAMP111,app,negative,Hard to find schedule,60,2026-01-02,MB044
F02063,CAMP101,email,positive,Repetitive messaging,75,2026-01-31,MB042
F02064,CAMP100,app,neutral,Video quality,37,2026-01-14,MB035
F02065,CAMP104,email,negative,Repetitive messaging,51,2026-02-18,MB015
F02066,CAMP113,email,negative,Repetitive messaging,48,2026-01-31,MB025
F02067,CAMP113,social,positive,Community vibe,26,2025-12-23,MB005
F02068,CAMP101,web,negative,Unclear value proposition,78,2026-02-16,MB046
F02069,CAMP103,web,negative,Instructor energy,48,2026-02-13,MB018
F02070,CAMP108,email,neutral,Unclear value proposition,35,2026-03-02,MB033
F02071,CAMP117,app,neutral,Motivation & habit,24,2026-02-18,MB015
F02072,CAMP106,web,negative,Difficulty mismatch,48,2026-02-15,MB015
F02073,CAMP107,app,negative,Pricing confusion,73,2026-01-27,MB019
F02074,CAMP117,app,neutral,Too many notifications,27,2026-01-28,MB050
F02075,CAMP111,email,negative,App performance,64,2025-12-06,MB014
F02076,CAMP115,email,neutral,Music selection,37,2026-01-30,MB018
F02077,CAMP107,app,negative,Unclear value proposition,59,2026-02-22,MB012
F02078,CAMP114,social,negative,Hard to find schedule,55,2026-02-16,MB039
F02079,CAMP100,app,neutral,Hard to find schedule,29,2026-02-23,MB043
F02080,CAMP112,app,negative,Music selection,14,2025-12-23,MB026
F02081,CAMP112,web,negative,Unclear value proposition,56,2026-01-13,MB046
F02082,CAMP113,social,negative,App performance,38,2026-01-23,MB036
F02083,CAMP116,web,positive,Difficulty mismatch,35,2026-02-10,MB046
F02084,CAMP107,email,neutral,Repetitive messaging,17,2026-02-22,MB037
F02085,CAMP108,social,negative,Motivation & habit,54,2026-01-07,MB009
F02086,CAMP108,app,negative,App performance,29,2026-02-22,MB001
F02087,CAMP114,app,neutral,App performance,36,2026-02-12,MB003
F02088,CAMP102,email,neutral,Community vibe,24,2026-02-18,MB008
F02089,CAMP117,email,positive,Unclear value proposition,24,2026-02-15,MB026
F02090,CAMP102,email,positive,Motivation & habit,40,2026-02-12,MB011
F02091,CAMP107,app,neutral,Not personalized enough,33,2026-01-22,MB007
F02092,CAMP114,web,neutral,Unclear value proposition,22,2026-03-02,MB043
F02093,CAMP116,email,positive,Motivation & habit,40,2026-02-22,MB049
F02094,CAMP117,app,positive,Music selection,38,2026-01-21,MB040
F02095,CAMP105,social,positive,Motivation & habit,19,2026-02-16,MB008
F02096,CAMP115,web,neutral,Pricing confusion,27,2026-01-05,MB024
F02097,CAMP108,email,negative,Not personalized enough,51,2026-01-26,MB042
F02098,CAMP112,social,neutral,App performance,27,2026-01-13,MB039
F02099,CAMP112,social,neutral,App performance,19,2026-02-22,MB027
F02100,CAMP111,app,neutral,Hard to find schedule,3,2026-02-28,MB043
F02101,CAMP116,social,negative,Video quality,43,2026-03-02,MB015
F02102,CAMP114,app,positive,Repetitive messaging,47,2026-01-23,MB015
F02103,CAMP103,app,positive,Motivation & habit,31,2025-12-31,MB009
F02104,CAMP107,social,negative,Difficulty mismatch,68,2026-02-24,MB038
F02105,CAMP101,social,neutral,Too much jargon,3,2026-02-25,MB018
F02106,CAMP114,email,neutral,Unclear value proposition,10,2026-02-16,MB016
F02107,CAMP114,app,positive,App performance,36,2026-01-31,MB008
F02108,CAMP113,app,positive,Difficulty mismatch,59,2026-02-13,MB049
F02109,CAMP106,app,neutral,Repetitive messaging,54,2025-12-22,MB007
F02110,CAMP107,email,positive,Motivation & habit,55,2025-12-27,MB028
F02111,CAMP113,app,neutral,Too many notifications,30,2026-02-20,MB016
F02112,CAMP104,app,positive,Too much jargon,28,2026-03-01,MB002
F02113,CAMP114,social,positive,Motivation & habit,79,2026-01-11,MB042
F02114,CAMP112,web,positive,Music selection,43,2025-11-21,MB005
F02115,CAMP110,app,negative,Music selection,69,2026-02-03,MB031
F02116,CAMP117,web,negative,Difficulty mismatch,63,2025-12-29,MB037
F02117,CAMP103,email,positive,Repetitive messaging,41,2025-12-31,MB005
F02118,CAMP116,web,negative,Too much jargon,58,2026-02-01,MB038
F02119,CAMP111,app,negative,Too much jargon,83,2026-01-24,MB018
F02120,CAMP114,email,neutral,App performance,26,2026-01-29,MB025
F02121,CAMP104,app,negative,Pricing confusion,44,2026-02-14,MB033
F02122,CAMP113,app,positive,Motivation & habit,81,2026-02-09,MB003
F02123,CAMP106,email,neutral,Motivation & habit,33,2026-01-27,MB007
F02124,CAMP107,social,neutral,Too much jargon,12,2026-02-12,MB044
F02125,CAMP108,app,positive,Too much jargon,11,2026-01-23,MB006
F02126,CAMP111,email,positive,Unclear value proposition,48,2026-02-24,MB038
F02127,CAMP115,app,negative,Difficulty mismatch,49,2026-02-20,MB044
F02128,CAMP111,app,negative,Difficulty mismatch,40,2025-12-30,MB045
F02129,CAMP110,app,positive,Community vibe,66,2026-01-10,MB015
F02130,CAMP116,app,positive,Instructor energy,39,2026-01-31,MB010
F02131,CAMP105,app,positive,Video quality,5,2026-02-15,MB038
F02132,CAMP114,email,negative,Difficulty mismatch,77,2026-01-07,MB020
F02133,CAMP114,app,positive,Community vibe,77,2026-02-20,MB014
F02134,CAMP108,app,neutral,Not personalized enough,48,2025-12-28,MB011
F02135,CAMP109,web,positive,Community vibe,54,2026-01-26,MB023
F02136,CAMP112,app,neutral,Pricing confusion,3,2026-02-25,MB039
F02137,CAMP111,email,neutral,Too many notifications,12,2026-02-22,MB015
F02138,CAMP112,app,negative,App performance,32,2026-02-19,MB042
F02139,CAMP109,email,positive,Instructor energy,29,2025-12-11,MB014
F02140,CAMP105,app,positive,Unclear value proposition,49,2026-02-22,MB003
F02141,CAMP115,app,negative,Unclear value proposition,21,2026-01-12,MB023
F02142,CAMP110,email,negative,Video quality,71,2026-02-14,MB027
F02143,CAMP115,email,neutral,Not personalized enough,36,2026-03-02,MB023
F02144,CAMP113,app,positive,Instructor energy,56,2026-02-21,MB034
F02145,CAMP109,social,negative,Too much jargon,83,2026-02-14,MB030
F02146,CAMP113,app,neutral,Unclear value proposition,28,2025-12-28,MB048
F02147,CAMP116,web,neutral,App performance,17,2026-02-08,MB024
F02148,CAMP102,social,negative,Too many notifications,65,2026-01-19,MB033
F02149,CAMP109,email,negative,Unclear value proposition,52,2026-02-12,MB033
F02150,CAMP109,social,positive,Community vibe,23,2026-02-14,MB024
F02151,CAMP111,social,negative,Instructor energy,67,2026-01-03,MB010
F02152,CAMP114,email,neutral,Repetitive messaging,22,2025-12-26,MB028
F02153,CAMP111,app,positive,Music selection,8,2026-01-11,MB020
F02154,CAMP103,app,negative,App performance,52,2025-12-07,MB039
F02155,CAMP117,app,neutral,Unclear value proposition,36,2026-01-20,MB031
F02156,CAMP103,app,positive,Video quality,68,2026-01-10,MB031
F02157,CAMP111,app,negative,Instructor energy,12,2026-01-14,MB033
F02158,CAMP114,app,negative,Pricing confusion,23,2026-01-05,MB010
F02159,CAMP108,social,neutral,Motivation & habit,32,2026-02-21,MB032
F02160,CAMP112,social,positive,Instructor energy,39,2026-02-17,MB021
F02161,CAMP113,app,negative,Not personalized enough,99,2026-02-24,MB049
F02162,CAMP108,email,positive,Too much jargon,34,2026-01-08,MB037
F02163,CAMP117,email,positive,Community vibe,60,2026-02-28,MB021
F02164,CAMP113,app,positive,Repetitive messaging,19,2026-01-20,MB006
F02165,CAMP104,social,neutral,Repetitive messaging,50,2026-02-09,MB008
F02166,CAMP105,app,neutral,Not personalized enough,27,2026-01-25,MB046
F02167,CAMP104,web,negative,Pricing confusion,78,2026-02-27,MB012
F02168,CAMP114,app,neutral,Too much jargon,42,2026-03-01,MB015
F02169,CAMP101,social,negative,Too much jargon,28,2026-02-07,MB049
F02170,CAMP110,app,neutral,Community vibe,24,2026-01-28,MB042
F02171,CAMP103,app,negative,Not personalized enough,72,2026-03-02,MB040
F02172,CAMP114,web,neutral,Music selection,51,2026-01-18,MB018
F02173,CAMP100,email,positive,Instructor energy,53,2026-02-08,MB042
F02174,CAMP112,app,positive,Community vibe,34,2026-01-21,MB011
F02175,CAMP102,email,negative,Too much jargon,55,2025-12-07,MB013
F02176,CAMP103,app,negative,Not personalized enough,47,2026-02-11,MB009
F02177,CAMP105,app,neutral,Community vibe,13,2026-02-26,MB045
F02178,CAMP110,email,neutral,Pricing confusion,35,2026-03-02,MB050
F02179,CAMP104,email,negative,App performance,45,2026-01-10,MB036
F02180,CAMP109,social,negative,Hard to find schedule,32,2026-02-02,MB015
F02181,CAMP105,email,positive,Not personalized enough,44,2026-02-03,MB013
F02182,CAMP112,social,negative,Community vibe,45,2026-01-08,MB003
F02183,CAMP112,email,positive,Repetitive messaging,47,2026-01-03,MB027
F02184,CAMP117,app,negative,Pricing confusion,47,2026-01-09,MB018
F02185,CAMP114,email,negative,Too many notifications,36,2026-02-19,MB018
F02186,CAMP117,email,positive,Pricing confusion,28,2026-01-03,MB046
F02187,CAMP112,app,neutral,Difficulty mismatch,16,2026-01-21,MB012
F02188,CAMP107,app,negative,Unclear value proposition,84,2025-12-28,MB015
F02189,CAMP102,app,positive,Instructor energy,25,2025-12-19,MB043
F02190,CAMP111,app,negative,Not personalized enough,79,2026-01-09,MB010
F02191,CAMP113,web,positive,Motivation & habit,46,2026-01-24,MB018
F02192,CAMP105,web,positive,Motivation & habit,28,2026-03-02,MB040
F02193,CAMP109,social,neutral,Motivation & habit,37,2026-01-08,MB004
F02194,CAMP114,app,positive,Instructor energy,41,2026-01-12,MB041
F02195,CAMP116,email,positive,Motivation & habit,27,2026-02-03,MB043
F02196,CAMP117,email,neutral,Unclear value proposition,22,2026-02-24,MB009
F02197,CAMP102,app,negative,Music selection,59,2026-01-28,MB007
F02198,CAMP104,email,negative,Pricing confusion,106,2026-01-11,MB044
F02199,CAMP106,social,negative,Too much jargon,55,2026-02-19,MB050
F02200,CAMP115,app,positive,Too many notifications,63,2026-01-11,MB024
F02201,CAMP115,app,negative,Unclear value proposition,32,2025-11-28,MB034
F02202,CAMP105,app,negative,Unclear value proposition,43,2026-03-02,MB042
F02203,CAMP110,email,neutral,Too many notifications,52,2026-02-28,MB050
F02204,CAMP113,email,positive,Music selection,5,2026-02-02,MB045
F02205,CAMP115,app,negative,Not personalized enough,76,2026-01-10,MB023
F02206,CAMP112,app,negative,Difficulty mismatch,57,2026-02-28,MB047
F02207,CAMP102,app,positive,Music selection,52,2026-01-14,MB021
F02208,CAMP104,app,neutral,Instructor energy,35,2025-12-30,MB024
F02209,CAMP114,app,negative,Not personalized enough,60,2026-02-26,MB018
F02210,CAMP112,app,negative,Unclear value proposition,54,2026-02-15,MB047
F02211,CAMP106,app,negative,Hard to find schedule,38,2026-01-05,MB037
F02212,CAMP114,app,neutral,Hard to find schedule,18,2026-02-19,MB047
F02213,CAMP112,app,negative,Difficulty mismatch,54,2026-02-07,MB005
F02214,CAMP112,app,negative,Video quality,69,2026-02-13,MB004
F02215,CAMP101,email,neutral,Motivation & habit,25,2025-12-12,MB042
F02216,CAMP113,social,positive,App performance,33,2026-02-15,MB040
F02217,CAMP114,app,neutral,Difficulty mismatch,21,2025-12-27,MB044
F02218,CAMP110,social,positive,Motivation & habit,52,2026-02-20,MB013
F02219,CAMP109,social,negative,Pricing confusion,78,2026-02-21,MB019
F02220,CAMP115,social,positive,Unclear value proposition,67,2025-12-25,MB044
F02221,CAMP107,web,negative,Unclear value proposition,62,2026-01-14,MB016
F02222,CAMP103,app,positive,Instructor energy,20,2025-12-19,MB044
F02223,CAMP113,email,neutral,Music selection,37,2026-02-28,MB036
F02224,CAMP116,app,negative,Music selection,78,2025-12-13,MB035
F02225,CAMP114,social,negative,Pricing confusion,41,2026-02-05,MB029
F02226,CAMP110,app,negative,Difficulty mismatch,30,2026-01-01,MB037
F02227,CAMP108,social,positive,Motivation & habit,12,2025-12-25,MB041
F02228,CAMP116,email,negative,Unclear value proposition,55,2026-02-26,MB042
F02229,CAMP106,social,positive,Community vibe,48,2026-01-27,MB006
F02230,CAMP101,app,positive,Community vibe,53,2026-02-06,MB047
F02231,CAMP102,social,negative,App performance,61,2025-12-30,MB043
F02232,CAMP114,email,positive,Motivation & habit,54,2026-01-15,MB049
F02233,CAMP110,app,negative,Community vibe,42,2025-12-31,MB045
F02234,CAMP115,social,negative,Repetitive messaging,47,2026-01-17,MB024
F02235,CAMP113,email,neutral,Repetitive messaging,47,2026-01-31,MB022
F02236,CAMP104,email,neutral,App performance,41,2026-02-15,MB030
F02237,CAMP101,app,neutral,Community vibe,52,2026-01-05,MB018
F02238,CAMP117,app,negative,Too many notifications,75,2026-02-14,MB045
F02239,CAMP111,app,negative,Difficulty mismatch,47,2026-02-20,MB039
F02240,CAMP102,email,negative,Too many notifications,64,2026-02-13,MB046
F02241,CAMP109,social,negative,Too much jargon,96,2026-02-06,MB028
F02242,CAMP113,web,positive,Unclear value proposition,17,2026-01-15,MB040
F02243,CAMP102,email,neutral,Video quality,47,2026-01-30,MB026
F02244,CAMP116,email,negative,Music selection,24,2026-01-18,MB029
F02245,CAMP110,email,neutral,Music selection,16,2026-02-17,MB049
F02246,CAMP111,app,neutral,Repetitive messaging,24,2026-01-04,MB043
F02247,CAMP115,social,negative,Repetitive messaging,103,2026-02-24,MB025
F02248,CAMP106,app,negative,Video quality,45,2026-02-26,MB026
F02249,CAMP113,web,negative,App performance,50,2026-02-21,MB036
F02250,CAMP115,app,negative,App performance,39,2026-01-19,MB005
F02251,CAMP106,app,negative,Too many notifications,63,2026-01-05,MB017
F02252,CAMP111,social,negative,Too many notifications,87,2026-02-03,MB009
F02253,CAMP111,web,positive,Community vibe,33,2026-03-01,MB045
F02254,CAMP112,social,positive,Instructor energy,70,2026-01-22,MB026
F02255,CAMP113,email,positive,Community vibe,33,2026-01-31,MB006
F02256,CAMP116,social,neutral,Not personalized enough,50,2026-02-16,MB048
